ACARA ID,School Name,Suburb,Postcode,Type,Geolocation,Latitude,Longitude,BE Score,% of exams sat that received DA,HSC Students,Exams Sat,DA,Sector,Campus Type,Governing Body,Year Range,ICSEA,Bottom SEA Quarter (%),Lower Middle SEA Quarter (%),Upper Middle SEA Quarter (%),Top SEA Quarter (%),Teaching Staff,Full Time Equivalent Teaching Staff,Non-Teaching Staff,Full Time Equivalent Non-Teaching Staff,Total Enrolments,Girls Enrolments,Boys Enrolments,Full Time Equivalent Enrolments,Indigenous Enrolments (%),Language Background Other Than English (%)
43956,Elonera Montessori School,Mount Ousley,2519,Combined,Major Cities,-34.403,150.889,90,,,,,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1128,2,9,28,60,19,15.1,14,11,155,71,84,155,2,12
43957,Emanuel School,Randwick,2031,Combined,Major Cities,-33.907,151.244,97,0.297,124,418,75,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1183,1,4,16,80,91,83.2,57,39.2,829,400,429,829,0,10
43960,Arndell Anglican College,Oakville,2765,Combined,Major Cities,-33.6201,150.85,85,0.111,49,442,81,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1042,13,31,33,23,99,92.9,39,29.3,1160,573,587,1160,3,3
43962,Bethel Christian School,Mount Druitt,2770,Combined,Major Cities,-33.7751,150.811,76,,,,,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,991,37,29,24,9,24,20.2,12,9.1,260,129,131,260,2,64
43963,Bishop Druitt College,Coffs Harbour,2450,Combined,Inner Regional,-30.3085,153.085,91,0.094,42,447,84,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1068,9,17,31,43,84,75.6,46,36.9,1013,503,510,1013,4,10
43964,Blue Mountains Grammar School,Wentworth Falls,2782,Combined,Major Cities,-33.7085,150.371,95,0.071,27,383,68,Independent,School Head Campus,Association of Independent Schools of New South Wales,K-12,1127,1,13,32,54,64,57.1,32,20.6,542,259,283,542,0,7
43965,Parkes Christian School,Parkes,2870,Combined,Outer Regional,-33.1211,148.152,75,,,,,Independent,School Single Entity,Christian Schools Australia,K-12,997,31,30,25,14,24,22.4,14,9,217,109,108,217,7,2
43967,Coffs Harbour Bible Church School,Toormina,2452,Combined,Inner Regional,-30.3421,153.09,Not Rated,,,,,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-10,1082,16,11,31,42,9,4.5,5,2.5,25,12,13,25,0,0
43969,Cranbrook School,Bellevue Hill,2023,Secondary,Major Cities,-33.8717,151.252,98,0.323,288,892,159,Independent,School Head Campus,Association of Independent Schools of New South Wales,K-12,1181,0,3,17,79,160,149.8,107,91.1,1482,0,1482,1482,0,29
43970,Mountains Christian College,Blackheath,2785,Combined,Inner Regional,-33.629,150.279,78,,,,,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1014,26,31,27,16,20,15.8,11,6.7,189,80,109,189,5,11
43971,St Philip's Christian College - Gosford,Narara,2250,Combined,Major Cities,-33.4083,151.333,89,,,,,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1058,9,20,38,33,50,45.1,32,21.3,580,264,316,580,3,10
43972,Green Point Christian College,Green Point,2251,Combined,Major Cities,-33.4504,151.363,93,0.035,10,288,53,Independent,School Single Entity,Christian Schools Australia,K-12,1101,5,17,32,46,84,72.1,50,37.1,960,520,440,959.5,2,8
43973,Galstaun College,Ingleside,2101,Combined,Major Cities,-33.6787,151.265,81,,,,,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,,,,,,28,24.4,11,7.5,306,148,158,306,0,61
43977,Hunter Valley Grammar School,Ashtonfield,2323,Combined,Major Cities,-32.7683,151.597,92,0.146,84,576,105,Independent,School Head Campus,Association of Independent Schools of New South Wales,K-12,1098,4,13,29,55,104,100.4,62,54,1089,546,543,1089,3,4
43978,Inaburra School,Bangor,2234,Combined,Major Cities,-34.0146,151.026,95,0.108,57,530,99,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1120,3,13,31,53,110,92.9,60,40.3,1086,547,539,1085.5,0,17
43980,Malek Fahd Islamic School,Greenacre,2190,Combined,Major Cities,-33.8912,151.06,92,0.144,85,591,114,Independent,School Head Campus,Association of Independent Schools of New South Wales,K-12,1064,13,23,35,29,222,201.2,53,49,2730,1381,1349,2730,0,97
43981,Nowra Christian School,Nowra,2541,Combined,Inner Regional,-34.9045,150.616,82,,,,,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1035,15,30,33,22,44,32.8,33,19,413,203,210,413,3,4
43985,Pacific Hills Christian School,Dural,2158,Combined,Major Cities,-33.6967,151.036,95,0.17,102,600,108,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1108,3,12,34,51,104,90.3,97,70.1,1330,643,687,1329.7,1,35
43986,PLC Armidale,Armidale,2350,Combined,Inner Regional,-30.5036,151.663,96,,,,,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1114,4,12,27,57,44,33.1,23,17.2,253,253,0,253,3,7
43987,Presbyterian Ladies' College Sydney,Croydon,2132,Combined,Major Cities,-33.8825,151.116,99,0.387,310,801,140,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1159,1,5,17,77,148,132,110,96.2,1354,1354,0,1354,1,35
43988,The Athena School,Newtown,2042,Combined,Major Cities,-33.8956,151.175,Not Rated,,,,,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-10,1015,23,34,36,8,7,7,6,4,45,23,22,45,2,56
43989,Redfield College,Dural,2158,Combined,Major Cities,-33.6903,151.032,92,0.209,27,129,34,Independent,School Single Entity,Association of Independent Schools of New South Wales,2-Dec,1109,5,14,30,51,54,42.9,18,9.9,440,0,440,440,2,31
43990,Richard Johnson Anglican School,Oakhurst,2761,Combined,Major Cities,-33.7433,150.836,86,0.018,6,328,61,Independent,School Head Campus,Association of Independent Schools of New South Wales,K-12,1055,13,29,35,24,75,69.2,34,27,1038,502,536,1038,1,50
43995,St Catherine's School,Waverley,2024,Combined,Major Cities,-33.9047,151.254,98,0.402,240,597,107,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1167,1,6,20,74,122,112.8,87,70.7,1013,1013,0,1013,1,18
43996,St Luke's Grammar School,Dee Why,2099,Combined,Major Cities,-33.7598,151.284,97,0.342,198,579,104,Independent,School Head Campus,Association of Independent Schools of New South Wales,K-12,1157,1,6,22,71,117,101.7,51,39.9,1148,569,579,1148,0,12
43998,St Mark's Coptic Orthodox College,Wattle Grove,2173,Combined,Major Cities,-33.9557,150.944,94,0.21,81,386,74,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1121,3,12,31,54,50,47,16,13.1,737,342,395,737,0,94
43999,Lindisfarne Anglican Grammar School,Terranora,2486,Combined,Major Cities,-28.2338,153.506,94,0.074,32,432,77,Independent,School Head Campus,Association of Independent Schools of New South Wales,K-12,1115,5,14,31,50,105,96.1,71,60.3,1198,600,598,1198,1,10
44000,St Paul's Grammar School,Cranebrook,2749,Combined,Major Cities,-33.693,150.715,93,,,,,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1112,5,14,30,50,83,74.6,57,48,829,431,398,829,1,22
44001,"Amity College, Prestons",Prestons,2170,Combined,Major Cities,-33.9417,150.876,93,,,,,Independent,School Head Campus,Association of Independent Schools of New South Wales,K-12,1089,9,18,33,41,184,163.6,50,43.7,2007,1064,943,2007,0,85
44007,Wahroonga Adventist School,Wahroonga,2076,Combined,Major Cities,-33.7367,151.1,94,,,,,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-10,1139,1,8,30,61,48,42.2,10,5.8,516,244,272,516,0,22
44008,Rouse Hill Anglican College,Rouse Hill,2155,Combined,Major Cities,-33.6844,150.911,90,0.046,22,483,90,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1095,6,18,34,42,106,92.5,33,25.9,1307,646,661,1307,0,7
44010,MLC School,Burwood,2134,Combined,Major Cities,-33.8716,151.101,98,0.232,96,414,76,Independent,School Head Campus,Association of Independent Schools of New South Wales,K-12,1176,0,4,17,79,158,139.9,80,68.2,1221,1221,0,1220,0,38
44011,Bishop Tyrrell Anglican College,Fletcher,2287,Combined,Major Cities,-32.8734,151.646,85,0.025,6,244,40,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1054,7,19,33,40,60,56.5,26,19.6,809,401,408,808.5,3,63
44013,Maitland Christian School,Metford,2323,Combined,Major Cities,-32.7666,151.608,91,,,,,Independent,School Single Entity,Christian Schools Australia,K-12,1048,15,30,30,25,45,38.8,26,19.2,461,223,238,461,3,9
44014,Montgrove College,Orchard Hills,2748,Combined,Major Cities,-33.7752,150.71474,97,,,,,Independent,School Head Campus,Association of Independent Schools of New South Wales,K-12,1106,6,15,33,46,62,43.4,12,4.6,671,436,235,671,0,56
44016,Belmont Christian College,Belmont North,2280,Combined,Major Cities,-33.0245,151.67,91,0.076,16,210,40,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1082,8,21,35,36,59,48.9,29,22,617,300,317,617,2,4
44019,Mamre Anglican School,Erskine Park,2759,Combined,Major Cities,-33.8314,150.786,83,,,,,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1041,15,33,31,21,52,47.2,24,17,639,298,341,639,3,24
44020,Hunter Christian School,Mayfield,2304,Combined,Major Cities,-32.8906,151.738,82,,,,,Independent,School Single Entity,Christian Schools Australia,K-12,1041,17,30,29,24,36,31.9,16,13.1,344,152,192,344,4,11
44023,Northern Beaches Christian School,Terrey Hills,2084,Combined,Major Cities,-33.674,151.202,93,0.112,69,619,119,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1134,1,10,29,60,91,83.1,52,40.2,1228,532,696,1226.5,0,7
44024,Orange Christian School,Orange,2800,Combined,Inner Regional,-33.2985,149.088,84,,,,,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1043,15,28,32,25,34,26.8,18,10.8,334,167,167,332.4,5,9
44025,Pacific Brook Christian School,Muswellbrook,2333,Combined,Inner Regional,-32.2611,150.891,,,,,,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-6,956,45,34,14,8,5,3.6,4,1.9,48,25,23,48,13,13
44028,Oxford Falls Grammar School,Oxford Falls,2100,Combined,Major Cities,-33.7382,151.246,94,0.17,68,399,72,Independent,School Single Entity,Christian Schools Australia,K-12,1136,2,9,29,60,97,88.7,63,42.8,1126,553,573,1126,0,8
44029,Australian Christian College - Singleton,Singleton,2330,Combined,Inner Regional,-32.5759,151.183,88,,,,,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1005,22,40,25,13,19,15.4,7,4.1,182,86,96,181.6,8,6
50212,Pacific Valley Christian School,Townsend,2463,Combined,Inner Regional,-29.4618,153.218,73,,,,,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,993,32,30,24,14,45,37.6,11,8.2,324,166,158,324,9,2
50222,Southern Cross Catholic Vocational College,Burwood,2134,Secondary,Major Cities,-33.8717,151.103,Not Rated,,,,,Catholic,School Single Entity,Catholic Schools NSW,11-Dec,1023,20,35,33,12,35,27.7,22,18.8,177,91,86,176,2,62
50227,Macquarie Grammar School,Sydney,2000,Secondary,Major Cities,-33.8705,151.205,Not Rated,0.102,9,88,17,Independent,School Single Entity,Australian Council for Private Education and Training,7-Dec,,,,,,13,12.6,9,8.6,90,32,58,90,0,100
50240,Australian Christian College - Marsden Park,Riverstone,2765,Combined,Major Cities,-33.6782,150.838,88,,,,,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1062,10,25,37,29,41,36.2,9,6.6,667,345,322,667,5,6
50245,St Benedict's Catholic College,Oran Park,2570,Secondary,Major Cities,-34.0182,150.75296,84,0.046,17,368,63,Catholic,School Single Entity,Catholic Schools NSW,7-Dec,1038,16,34,33,17,68,64.4,22,16.3,911,476,435,911,2,18
50380,Alpha Omega Senior College,Auburn,2144,Secondary,Major Cities,-33.8508,151.031,84,0.215,102,474,93,Independent,School Head Campus,Association of Independent Schools of New South Wales,7-Dec,1062,14,24,33,29,43,41.8,11,10.8,520,208,312,520,0,97
50416,Hills Adventist College,North Kellyville,2155,Combined,Major Cities,-33.6971,150.956,93,,,,,Independent,School Head Campus,Association of Independent Schools of New South Wales,K-12,1125,3,13,29,55,56,44.2,31,13.5,604,305,299,604,0,35
50494,Oran Park Anglican College,Oran Park,2570,Combined,Major Cities,-34.0017,150.743,87,,,,,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1059,11,27,33,29,49,46.4,19,13.4,680,343,337,680,3,15
50500,Pittwater House Schools,Collaroy,2097,Combined,Major Cities,-33.7409,151.291,97,0.184,76,414,73,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1156,0,6,23,70,103,92.3,59,48.6,848,383,465,847.3,0,20
50506,Western Grammar School,Plumpton,2761,Combined,Major Cities,-33.7497,150.836,80,,,,,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1040,21,23,33,24,23,21.4,17,13.9,328,164,164,328,2,92
50562,Aurora Southern Highlands Steiner School,Bowral,2576,Combined,Inner Regional,-34.4718,150.419,,,,,,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-6,1027,21,21,30,28,10,6.9,7,4,80,38,42,76.8,9,10
50564,Central Coast Sports College,Kariong,2250,Combined,Major Cities,-33.4291,151.298,,,,,,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1021,19,32,33,16,25,24.8,35,30,378,90,288,378,7,6
50570,Pal Buddhist School,Canley Vale,2166,Combined,Major Cities,-33.8879,150.944,95,0.1,4,40,13,Independent,School Single Entity,Association of Independent Schools of New South Wales,3-Dec,1042,21,25,32,23,12,10.9,8,6,105,48,57,105,0,88
50571,Irfan College,Cecil Park,2178,Combined,Major Cities,-33.877,150.826,74,,,,,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-10,,,,,,32,24.5,15,10.6,256,111,145,256,0,82
50593,Al-Faisal College - Campbelltown,Minto,2566,Combined,Major Cities,-34.0222,150.858,96,,,,,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-11,1052,17,24,32,27,49,44.8,9,7,657,354,303,657,0,100
50601,Salamah College,Chester Hill,2162,Combined,Major Cities,-33.8771,151.008,89,,,,,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,970,46,30,18,6,81,76.2,32,26.3,1118,589,529,1118,0,93
50687,St Brigid's Catholic College,Lake Munmorah,2259,Secondary,Major Cities,-33.1868,151.574,79,0.011,2,184,29,Catholic,School Single Entity,Catholic Schools NSW,7-Dec,992,32,36,24,8,35,33.2,13,9,376,199,177,376,8,3
50729,"Australian International Academy, Kellyville Campus",North Kellyville,2155,Combined,Major Cities,-33.6974,150.963,92,,,,,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1092,6,16,37,41,41,40.4,11,9.2,449,237,212,449,0,98
51454,Cammeraygal High School,Crows Nest,2065,Secondary,Major Cities,-33.8317,151.203,95,,,,,Government,School Single Entity,Department of Education NSW,7-Dec,1134,3,10,27,61,47,56.7,7,12.3,635,281,354,635,0,44
51456,Aurora College,Lane Cove North,2066,Secondary,Major Cities,-33.8044,151.156,,,,,,Government,School Single Entity,Department of Education NSW,7-Dec,,,,,,11,4.2,4,1,,,,,,
51461,Kingdom Culture Christian School,Arncliffe,2205,Combined,Major Cities,-33.9361,151.139,Not Rated,,,,,Independent,School Single Entity,Christian Schools Australia,K-8,1111,2,14,33,52,5,4.8,3,2,61,30,31,61,0,50
51466,The Anglican School Googong,Googong,2620,Combined,Inner Regional,-35.4224,149.234,Not Rated,,,,,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-8,1102,5,15,35,46,22,18.9,6,4.1,245,119,126,245,1,18
51470,St Luke's Catholic College (Secondary),Marsden Park,2765,Secondary,Major Cities,-33.6501,150.897,Not Rated,,,,,Catholic,School Single Entity,,7-Aug,1052,13,26,37,24,14,10.8,3,1.9,119,46,73,119,3,58
51473,The Ponds High School,The Ponds,2769,Secondary,Major Cities,-33.7053,150.907,89,,,,,Government,School Single Entity,Department of Education NSW,"U, 7-12",1077,10,21,33,35,83,93.8,17,16.6,1440,673,767,1440,1,57
51520,Al-Faisal College - Liverpool,Austral,2179,Combined,Major Cities,-33.9095,150.811,90,,,,,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-9,1042,20,27,31,22,34,30.2,9,6.8,597,277,320,597,0,70
52367,Hills Montessori School,West Pennant Hills,2125,Combined,Major Cities,-33.7521,151.025,,,,,,Independent,School Single Entity,,K,,,,,,3,1.5,3,1.5,13,6,7,13,0,
52369,SEDA College NSW,Forest Lodge,2037,Secondary,Major Cities,-33.8948,151.201,,,,,,Independent,School Head Campus,,11-Dec,,,,,,14,13,3,2.1,169,47,122,169,1,
52372,St Francis Catholic College,Edmondson Park,2174,Combined,Major Cities,-33.9629,150.852,85,,,,,Catholic,School Single Entity,Catholic Schools NSW,K-9,1079,9,21,34,36,50,47.6,19,13.3,667,343,324,667,2,41
